group,Team,Year,name,value,,,,,,,,,,,
O,NAS,15_16,Mazanec,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Mazanec"",""value"":0,""group"":""O"",""team"":""NAS"",""year"":""15_16""},"
O,NAS,15_16,Reinhart,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Reinhart"",""value"":0,""group"":""O"",""team"":""NAS"",""year"":""15_16""},"
O,NAS,15_16,Watson,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Watson"",""value"":0,""group"":""O"",""team"":""NAS"",""year"":""15_16""},"
O,NAS,15_16,Budish,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Budish"",""value"":0,""group"":""O"",""team"":""NAS"",""year"":""15_16""},"
O,NAS,15_16,Henderson,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Henderson"",""value"":0,""group"":""O"",""team"":""NAS"",""year"":""15_16""},"
O,NAS,15_16,Shalla,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Shalla"",""value"":0,""group"":""O"",""team"":""NAS"",""year"":""15_16""},"
F,MTL,15_16,Plekanec,5,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Plekanec"",""value"":5,""group"":""F"",""team"":""MTL"",""year"":""15_16""},"
F,MTL,15_16,Pacioretty,4.5,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Pacioretty"",""value"":4.5,""group"":""F"",""team"":""MTL"",""year"":""15_16""},"
F,MTL,15_16,Gallagher,3.75,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Gallagher"",""value"":3.75,""group"":""F"",""team"":""MTL"",""year"":""15_16""},"
F,MTL,15_16,Desharnais,3.5,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Desharnais"",""value"":3.5,""group"":""F"",""team"":""MTL"",""year"":""15_16""},"
F,MTL,15_16,Eller,3.5,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Eller"",""value"":3.5,""group"":""F"",""team"":""MTL"",""year"":""15_16""},"
F,MTL,15_16,Galchenyuk,2.8,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Galchenyuk"",""value"":2.8,""group"":""F"",""team"":""MTL"",""year"":""15_16""},"
F,MTL,15_16,Kassian,1.75,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Kassian"",""value"":1.75,""group"":""F"",""team"":""MTL"",""year"":""15_16""},"
F,MTL,15_16,Mitchell,1.2,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Mitchell"",""value"":1.2,""group"":""F"",""team"":""MTL"",""year"":""15_16""},"
F,MTL,15_16,Semin,1.1,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Semin"",""value"":1.1,""group"":""F"",""team"":""MTL"",""year"":""15_16""},"
F,MTL,15_16,Weise,1.025,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Weise"",""value"":1.025,""group"":""F"",""team"":""MTL"",""year"":""15_16""},"
F,MTL,15_16,Flynn,0.95,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Flynn"",""value"":0.95,""group"":""F"",""team"":""MTL"",""year"":""15_16""},"
F,MTL,15_16,De La Rose,0.925,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""De La Rose"",""value"":0.925,""group"":""F"",""team"":""MTL"",""year"":""15_16""},"
F,MTL,15_16,Smith-Pelly,0.8,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Smith-Pelly"",""value"":0.8,""group"":""F"",""team"":""MTL"",""year"":""15_16""},"
F,MTL,15_16,Bournival,0.6,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Bournival"",""value"":0.6,""group"":""F"",""team"":""MTL"",""year"":""15_16""},"
F,MTL,15_16,Fleischmann,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Fleischmann"",""value"":0,""group"":""F"",""team"":""MTL"",""year"":""15_16""},"
F,MTL,15_16,Malhotra,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Malhotra"",""value"":0,""group"":""F"",""team"":""MTL"",""year"":""15_16""},"
D,MTL,15_16,Subban,9,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Subban"",""value"":9,""group"":""D"",""team"":""MTL"",""year"":""15_16""},"
D,MTL,15_16,Markov,5.75,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Markov"",""value"":5.75,""group"":""D"",""team"":""MTL"",""year"":""15_16""},"
D,MTL,15_16,Petry,5.5,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Petry"",""value"":5.5,""group"":""D"",""team"":""MTL"",""year"":""15_16""},"
D,MTL,15_16,Emelin,4.1,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Emelin"",""value"":4.1,""group"":""D"",""team"":""MTL"",""year"":""15_16""},"
D,MTL,15_16,Gilbert,2.8,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Gilbert"",""value"":2.8,""group"":""D"",""team"":""MTL"",""year"":""15_16""},"
D,MTL,15_16,Beaulieu,1,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Beaulieu"",""value"":1,""group"":""D"",""team"":""MTL"",""year"":""15_16""},"
D,MTL,15_16,Barberio,0.6,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Barberio"",""value"":0.6,""group"":""D"",""team"":""MTL"",""year"":""15_16""},"
D,MTL,15_16,Weaver,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Weaver"",""value"":0,""group"":""D"",""team"":""MTL"",""year"":""15_16""},"
G,MTL,15_16,Price,6.5,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Price"",""value"":6.5,""group"":""G"",""team"":""MTL"",""year"":""15_16""},"
G,MTL,15_16,Tokarski,0.562,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Tokarski"",""value"":0.562,""group"":""G"",""team"":""MTL"",""year"":""15_16""},"
O,MTL,15_16,Parenteau,1.333,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Parenteau"",""value"":1.333,""group"":""O"",""team"":""MTL"",""year"":""15_16""},"
O,MTL,15_16,Nygren,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Nygren"",""value"":0,""group"":""O"",""team"":""MTL"",""year"":""15_16""},"
O,MTL,15_16,MacDonald,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""MacDonald"",""value"":0,""group"":""O"",""team"":""MTL"",""year"":""15_16""},"
O,MTL,15_16,Juulsen,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Juulsen"",""value"":0,""group"":""O"",""team"":""MTL"",""year"":""15_16""},"
O,MTL,15_16,Fucale,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Fucale"",""value"":0,""group"":""O"",""team"":""MTL"",""year"":""15_16""},"
O,MTL,15_16,Lernout,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Lernout"",""value"":0,""group"":""O"",""team"":""MTL"",""year"":""15_16""},"
O,MTL,15_16,Audette,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Audette"",""value"":0,""group"":""O"",""team"":""MTL"",""year"":""15_16""},"
O,MTL,15_16,MacMillan,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""MacMillan"",""value"":0,""group"":""O"",""team"":""MTL"",""year"":""15_16""},"
O,MTL,15_16,Gregoire,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Gregoire"",""value"":0,""group"":""O"",""team"":""MTL"",""year"":""15_16""},"
O,MTL,15_16,Condon,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Condon"",""value"":0,""group"":""O"",""team"":""MTL"",""year"":""15_16""},"
O,MTL,15_16,Pateryn,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Pateryn"",""value"":0,""group"":""O"",""team"":""MTL"",""year"":""15_16""},"
O,MTL,15_16,Scherbak,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Scherbak"",""value"":0,""group"":""O"",""team"":""MTL"",""year"":""15_16""},"
O,MTL,15_16,McCarron,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""McCarron"",""value"":0,""group"":""O"",""team"":""MTL"",""year"":""15_16""},"
O,MTL,15_16,Carr,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Carr"",""value"":0,""group"":""O"",""team"":""MTL"",""year"":""15_16""},"
O,MTL,15_16,Johnston,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Johnston"",""value"":0,""group"":""O"",""team"":""MTL"",""year"":""15_16""},"
O,MTL,15_16,Bennett,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Bennett"",""value"":0,""group"":""O"",""team"":""MTL"",""year"":""15_16""},"
O,MTL,15_16,Dietz,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Dietz"",""value"":0,""group"":""O"",""team"":""MTL"",""year"":""15_16""},"
O,MTL,15_16,Bozon,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Bozon"",""value"":0,""group"":""O"",""team"":""MTL"",""year"":""15_16""},"
O,MTL,15_16,Crisp,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Crisp"",""value"":0,""group"":""O"",""team"":""MTL"",""year"":""15_16""},"
O,MTL,15_16,Thrower,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Thrower"",""value"":0,""group"":""O"",""team"":""MTL"",""year"":""15_16""},"
O,MTL,15_16,Andrighetto,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Andrighetto"",""value"":0,""group"":""O"",""team"":""MTL"",""year"":""15_16""},"
O,MTL,15_16,Hudon,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Hudon"",""value"":0,""group"":""O"",""team"":""MTL"",""year"":""15_16""},"
O,MTL,15_16,Fournier,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Fournier"",""value"":0,""group"":""O"",""team"":""MTL"",""year"":""15_16""},"
O,MTL,15_16,Tinordi,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Tinordi"",""value"":0,""group"":""O"",""team"":""MTL"",""year"":""15_16""},"
O,MTL,15_16,Ellis,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Ellis"",""value"":0,""group"":""O"",""team"":""MTL"",""year"":""15_16""},"
O,MTL,15_16,Thomas,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Thomas"",""value"":0,""group"":""O"",""team"":""MTL"",""year"":""15_16""},"
O,MTL,15_16,Dumont,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Dumont"",""value"":0,""group"":""O"",""team"":""MTL"",""year"":""15_16""},"
O,MTL,15_16,Holloway,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Holloway"",""value"":0,""group"":""O"",""team"":""MTL"",""year"":""15_16""},"
O,MTL,15_16,Allen,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Allen"",""value"":0,""group"":""O"",""team"":""MTL"",""year"":""15_16""},"
O,MTL,15_16,Bowman,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Bowman"",""value"":0,""group"":""O"",""team"":""MTL"",""year"":""15_16""},"
F,MIN,15_16,Parise,7.538,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Parise"",""value"":7.538,""group"":""F"",""team"":""MIN"",""year"":""15_16""},"
F,MIN,15_16,Koivu,6.75,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Koivu"",""value"":6.75,""group"":""F"",""team"":""MIN"",""year"":""15_16""},"
F,MIN,15_16,Vanek,6.5,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Vanek"",""value"":6.5,""group"":""F"",""team"":""MIN"",""year"":""15_16""},"
F,MIN,15_16,Pominville,5.6,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Pominville"",""value"":5.6,""group"":""F"",""team"":""MIN"",""year"":""15_16""},"
F,MIN,15_16,Coyle,3.2,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Coyle"",""value"":3.2,""group"":""F"",""team"":""MIN"",""year"":""15_16""},"
F,MIN,15_16,Granlund,3,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Granlund"",""value"":3,""group"":""F"",""team"":""MIN"",""year"":""15_16""},"
F,MIN,15_16,Niederreiter,2.667,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Niederreiter"",""value"":2.667,""group"":""F"",""team"":""MIN"",""year"":""15_16""},"
F,MIN,15_16,Fontaine,1,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Fontaine"",""value"":1,""group"":""F"",""team"":""MIN"",""year"":""15_16""},"
F,MIN,15_16,Haula,1,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Haula"",""value"":1,""group"":""F"",""team"":""MIN"",""year"":""15_16""},"
F,MIN,15_16,Zucker,0.9,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Zucker"",""value"":0.9,""group"":""F"",""team"":""MIN"",""year"":""15_16""},"
F,MIN,15_16,Carter,0.625,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Carter"",""value"":0.625,""group"":""F"",""team"":""MIN"",""year"":""15_16""},"
F,MIN,15_16,Bergenheim,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Bergenheim"",""value"":0,""group"":""F"",""team"":""MIN"",""year"":""15_16""},"
D,MIN,15_16,Suter,7.538,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Suter"",""value"":7.538,""group"":""D"",""team"":""MIN"",""year"":""15_16""},"
D,MIN,15_16,Brodin,4.167,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Brodin"",""value"":4.167,""group"":""D"",""team"":""MIN"",""year"":""15_16""},"
D,MIN,15_16,Scandella,4,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Scandella"",""value"":4,""group"":""D"",""team"":""MIN"",""year"":""15_16""},"
D,MIN,15_16,Spurgeon,2.667,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Spurgeon"",""value"":2.667,""group"":""D"",""team"":""MIN"",""year"":""15_16""},"
D,MIN,15_16,Dumba,1.603,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Dumba"",""value"":1.603,""group"":""D"",""team"":""MIN"",""year"":""15_16""},"
D,MIN,15_16,Folin,0.725,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Folin"",""value"":0.725,""group"":""D"",""team"":""MIN"",""year"":""15_16""},"
D,MIN,15_16,Strachan,0.65,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Strachan"",""value"":0.65,""group"":""D"",""team"":""MIN"",""year"":""15_16""},"
D,MIN,15_16,Prosser,0.625,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Prosser"",""value"":0.625,""group"":""D"",""team"":""MIN"",""year"":""15_16""},"
D,MIN,15_16,Ballard,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Ballard"",""value"":0,""group"":""D"",""team"":""MIN"",""year"":""15_16""},"
D,MIN,15_16,Leopold,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Leopold"",""value"":0,""group"":""D"",""team"":""MIN"",""year"":""15_16""},"
G,MIN,15_16,Dubnyk,4.333,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Dubnyk"",""value"":4.333,""group"":""G"",""team"":""MIN"",""year"":""15_16""},"
G,MIN,15_16,Backstrom,3.417,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Backstrom"",""value"":3.417,""group"":""G"",""team"":""MIN"",""year"":""15_16""},"
G,MIN,15_16,Kuemper,1.25,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Kuemper"",""value"":1.25,""group"":""G"",""team"":""MIN"",""year"":""15_16""},"
O,MIN,15_16,Cooke,0.5,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Cooke"",""value"":0.5,""group"":""O"",""team"":""MIN"",""year"":""15_16""},"
O,MIN,15_16,Blum,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Blum"",""value"":0,""group"":""O"",""team"":""MIN"",""year"":""15_16""},"
O,MIN,15_16,Gustafsson,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Gustafsson"",""value"":0,""group"":""O"",""team"":""MIN"",""year"":""15_16""},"
O,MIN,15_16,Hoffman,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Hoffman"",""value"":0,""group"":""O"",""team"":""MIN"",""year"":""15_16""},"
O,MIN,15_16,Reilly,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Reilly"",""value"":0,""group"":""O"",""team"":""MIN"",""year"":""15_16""},"
O,MIN,15_16,Michalek,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Michalek"",""value"":0,""group"":""O"",""team"":""MIN"",""year"":""15_16""},"
O,MIN,15_16,Eriksson Ek,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Eriksson Ek"",""value"":0,""group"":""O"",""team"":""MIN"",""year"":""15_16""},"
O,MIN,15_16,Bertschy,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Bertschy"",""value"":0,""group"":""O"",""team"":""MIN"",""year"":""15_16""},"
O,MIN,15_16,Brassart,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Brassart"",""value"":0,""group"":""O"",""team"":""MIN"",""year"":""15_16""},"
O,MIN,15_16,Bussieres,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Bussieres"",""value"":0,""group"":""O"",""team"":""MIN"",""year"":""15_16""},"
O,MIN,15_16,Downing,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Downing"",""value"":0,""group"":""O"",""team"":""MIN"",""year"":""15_16""},"
O,MIN,15_16,Graovac,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Graovac"",""value"":0,""group"":""O"",""team"":""MIN"",""year"":""15_16""},"
O,MIN,15_16,Labbe,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Labbe"",""value"":0,""group"":""O"",""team"":""MIN"",""year"":""15_16""},"
