group,Team,Year,name,value,,,,,,,,,,,
O,SJS,15_16,Grosenick,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Grosenick"",""value"":0,""group"":""O"",""team"":""SJS"",""year"":""15_16""},"
O,SJS,15_16,Haley,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Haley"",""value"":0,""group"":""O"",""team"":""SJS"",""year"":""15_16""},"
O,SJS,15_16,Lerg,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Lerg"",""value"":0,""group"":""O"",""team"":""SJS"",""year"":""15_16""},"
O,SJS,15_16,McCarthy,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""McCarthy"",""value"":0,""group"":""O"",""team"":""SJS"",""year"":""15_16""},"
O,SJS,15_16,Stollery,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Stollery"",""value"":0,""group"":""O"",""team"":""SJS"",""year"":""15_16""},"
O,SJS,15_16,Dell,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Dell"",""value"":0,""group"":""O"",""team"":""SJS"",""year"":""15_16""},"
O,SJS,15_16,Anderson,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Anderson"",""value"":0,""group"":""O"",""team"":""SJS"",""year"":""15_16""},"
O,SJS,15_16,Doherty,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Doherty"",""value"":0,""group"":""O"",""team"":""SJS"",""year"":""15_16""},"
O,SJS,15_16,Schwartz,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Schwartz"",""value"":0,""group"":""O"",""team"":""SJS"",""year"":""15_16""},"
O,SJS,15_16,Oleksuk,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Oleksuk"",""value"":0,""group"":""O"",""team"":""SJS"",""year"":""15_16""},"
F,PIT,15_16,Malkin,9.5,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Malkin"",""value"":9.5,""group"":""F"",""team"":""PIT"",""year"":""15_16""},"
F,PIT,15_16,Crosby,8.7,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Crosby"",""value"":8.7,""group"":""F"",""team"":""PIT"",""year"":""15_16""},"
F,PIT,15_16,Kessel,6.8,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Kessel"",""value"":6.8,""group"":""F"",""team"":""PIT"",""year"":""15_16""},"
F,PIT,15_16,Hornqvist,4.25,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Hornqvist"",""value"":4.25,""group"":""F"",""team"":""PIT"",""year"":""15_16""},"
F,PIT,15_16,Kunitz,3.85,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Kunitz"",""value"":3.85,""group"":""F"",""team"":""PIT"",""year"":""15_16""},"
F,PIT,15_16,Perron,3.812,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Perron"",""value"":3.812,""group"":""F"",""team"":""PIT"",""year"":""15_16""},"
F,PIT,15_16,Plotnikov,3.775,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Plotnikov"",""value"":3.775,""group"":""F"",""team"":""PIT"",""year"":""15_16""},"
F,PIT,15_16,Dupuis,3.75,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Dupuis"",""value"":3.75,""group"":""F"",""team"":""PIT"",""year"":""15_16""},"
F,PIT,15_16,Fehr,2,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Fehr"",""value"":2,""group"":""F"",""team"":""PIT"",""year"":""15_16""},"
F,PIT,15_16,Bonino,1.9,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Bonino"",""value"":1.9,""group"":""F"",""team"":""PIT"",""year"":""15_16""},"
F,PIT,15_16,Bennett,0.8,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Bennett"",""value"":0.8,""group"":""F"",""team"":""PIT"",""year"":""15_16""},"
F,PIT,15_16,Cullen,0.8,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Cullen"",""value"":0.8,""group"":""F"",""team"":""PIT"",""year"":""15_16""},"
F,PIT,15_16,Adams,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Adams"",""value"":0,""group"":""F"",""team"":""PIT"",""year"":""15_16""},"
D,PIT,15_16,Letang,7.25,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Letang"",""value"":7.25,""group"":""D"",""team"":""PIT"",""year"":""15_16""},"
D,PIT,15_16,Scuderi,3.375,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Scuderi"",""value"":3.375,""group"":""D"",""team"":""PIT"",""year"":""15_16""},"
D,PIT,15_16,Cole,2.1,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Cole"",""value"":2.1,""group"":""D"",""team"":""PIT"",""year"":""15_16""},"
D,PIT,15_16,Pouliot,1.288,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Pouliot"",""value"":1.288,""group"":""D"",""team"":""PIT"",""year"":""15_16""},"
D,PIT,15_16,Lovejoy,1.1,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Lovejoy"",""value"":1.1,""group"":""D"",""team"":""PIT"",""year"":""15_16""},"
D,PIT,15_16,Maatta,0.894,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Maatta"",""value"":0.894,""group"":""D"",""team"":""PIT"",""year"":""15_16""},"
D,PIT,15_16,Dumoulin,0.8,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Dumoulin"",""value"":0.8,""group"":""D"",""team"":""PIT"",""year"":""15_16""},"
D,PIT,15_16,Erixon,0.6,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Erixon"",""value"":0.6,""group"":""D"",""team"":""PIT"",""year"":""15_16""},"
D,PIT,15_16,Gonchar,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Gonchar"",""value"":0,""group"":""D"",""team"":""PIT"",""year"":""15_16""},"
G,PIT,15_16,Fleury,5.75,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Fleury"",""value"":5.75,""group"":""G"",""team"":""PIT"",""year"":""15_16""},"
G,PIT,15_16,Zatkoff,0.6,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Zatkoff"",""value"":0.6,""group"":""G"",""team"":""PIT"",""year"":""15_16""},"
O,PIT,15_16,Ebbett,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Ebbett"",""value"":0,""group"":""O"",""team"":""PIT"",""year"":""15_16""},"
O,PIT,15_16,Lapierre,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Lapierre"",""value"":0,""group"":""O"",""team"":""PIT"",""year"":""15_16""},"
O,PIT,15_16,Biggs,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Biggs"",""value"":0,""group"":""O"",""team"":""PIT"",""year"":""15_16""},"
O,PIT,15_16,Archibald,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Archibald"",""value"":0,""group"":""O"",""team"":""PIT"",""year"":""15_16""},"
O,PIT,15_16,Ruopp,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Ruopp"",""value"":0,""group"":""O"",""team"":""PIT"",""year"":""15_16""},"
O,PIT,15_16,Simon,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Simon"",""value"":0,""group"":""O"",""team"":""PIT"",""year"":""15_16""},"
O,PIT,15_16,Sundqvist,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Sundqvist"",""value"":0,""group"":""O"",""team"":""PIT"",""year"":""15_16""},"
O,PIT,15_16,Rust,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Rust"",""value"":0,""group"":""O"",""team"":""PIT"",""year"":""15_16""},"
O,PIT,15_16,Jarry,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Jarry"",""value"":0,""group"":""O"",""team"":""PIT"",""year"":""15_16""},"
O,PIT,15_16,Murray,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Murray"",""value"":0,""group"":""O"",""team"":""PIT"",""year"":""15_16""},"
O,PIT,15_16,Marcantuoni,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Marcantuoni"",""value"":0,""group"":""O"",""team"":""PIT"",""year"":""15_16""},"
O,PIT,15_16,Sheary,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Sheary"",""value"":0,""group"":""O"",""team"":""PIT"",""year"":""15_16""},"
O,PIT,15_16,Wilson,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Wilson"",""value"":0,""group"":""O"",""team"":""PIT"",""year"":""15_16""},"
O,PIT,15_16,Zlobin,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Zlobin"",""value"":0,""group"":""O"",""team"":""PIT"",""year"":""15_16""},"
O,PIT,15_16,Dea,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Dea"",""value"":0,""group"":""O"",""team"":""PIT"",""year"":""15_16""},"
O,PIT,15_16,Clendening,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Clendening"",""value"":0,""group"":""O"",""team"":""PIT"",""year"":""15_16""},"
O,PIT,15_16,Niclas,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Niclas"",""value"":0,""group"":""O"",""team"":""PIT"",""year"":""15_16""},"
O,PIT,15_16,Warsofsky,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Warsofsky"",""value"":0,""group"":""O"",""team"":""PIT"",""year"":""15_16""},"
O,PIT,15_16,Farnham,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Farnham"",""value"":0,""group"":""O"",""team"":""PIT"",""year"":""15_16""},"
O,PIT,15_16,Kuhnhackl,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Kuhnhackl"",""value"":0,""group"":""O"",""team"":""PIT"",""year"":""15_16""},"
O,PIT,15_16,Letourneau-Leblond,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Letourneau-Leblond"",""value"":0,""group"":""O"",""team"":""PIT"",""year"":""15_16""},"
O,PIT,15_16,McNeill,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""McNeill"",""value"":0,""group"":""O"",""team"":""PIT"",""year"":""15_16""},"
O,PIT,15_16,Mouillierat,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Mouillierat"",""value"":0,""group"":""O"",""team"":""PIT"",""year"":""15_16""},"
O,PIT,15_16,O'Neill,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""O'Neill"",""value"":0,""group"":""O"",""team"":""PIT"",""year"":""15_16""},"
O,PIT,15_16,Oleksy,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Oleksy"",""value"":0,""group"":""O"",""team"":""PIT"",""year"":""15_16""},"
O,PIT,15_16,Porter,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Porter"",""value"":0,""group"":""O"",""team"":""PIT"",""year"":""15_16""},"
O,PIT,15_16,Uher,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Uher"",""value"":0,""group"":""O"",""team"":""PIT"",""year"":""15_16""},"
O,PIT,15_16,D'Agostino,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""D'Agostino"",""value"":0,""group"":""O"",""team"":""PIT"",""year"":""15_16""},"
O,PIT,15_16,Drazenovic,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Drazenovic"",""value"":0,""group"":""O"",""team"":""PIT"",""year"":""15_16""},"
O,PIT,15_16,Hartzell,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Hartzell"",""value"":0,""group"":""O"",""team"":""PIT"",""year"":""15_16""},"
O,PIT,15_16,Payerl,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Payerl"",""value"":0,""group"":""O"",""team"":""PIT"",""year"":""15_16""},"
F,ARI,15_16,Doan,5.3,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Doan"",""value"":5.3,""group"":""F"",""team"":""ARI"",""year"":""15_16""},"
F,ARI,15_16,Boedker,3.75,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Boedker"",""value"":3.75,""group"":""F"",""team"":""ARI"",""year"":""15_16""},"
F,ARI,15_16,Vermette,3.75,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Vermette"",""value"":3.75,""group"":""F"",""team"":""ARI"",""year"":""15_16""},"
F,ARI,15_16,Hanzal,3.1,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Hanzal"",""value"":3.1,""group"":""F"",""team"":""ARI"",""year"":""15_16""},"
F,ARI,15_16,Gordon,3,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Gordon"",""value"":3,""group"":""F"",""team"":""ARI"",""year"":""15_16""},"
F,ARI,15_16,Richardson,2.083,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Richardson"",""value"":2.083,""group"":""F"",""team"":""ARI"",""year"":""15_16""},"
F,ARI,15_16,Downie,1.75,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Downie"",""value"":1.75,""group"":""F"",""team"":""ARI"",""year"":""15_16""},"
F,ARI,15_16,Vitale,1.117,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Vitale"",""value"":1.117,""group"":""F"",""team"":""ARI"",""year"":""15_16""},"
F,ARI,15_16,Rieder,0.925,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Rieder"",""value"":0.925,""group"":""F"",""team"":""ARI"",""year"":""15_16""},"
F,ARI,15_16,Chipchura,0.875,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Chipchura"",""value"":0.875,""group"":""F"",""team"":""ARI"",""year"":""15_16""},"
F,ARI,15_16,Cunningham,0.6,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Cunningham"",""value"":0.6,""group"":""F"",""team"":""ARI"",""year"":""15_16""},"
F,ARI,15_16,Scott,0.575,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Scott"",""value"":0.575,""group"":""F"",""team"":""ARI"",""year"":""15_16""},"
F,ARI,15_16,Crombeen,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Crombeen"",""value"":0,""group"":""F"",""team"":""ARI"",""year"":""15_16""},"
F,ARI,15_16,Moss,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Moss"",""value"":0,""group"":""F"",""team"":""ARI"",""year"":""15_16""},"
D,ARI,15_16,Ekman-Larsson,5.5,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Ekman-Larsson"",""value"":5.5,""group"":""D"",""team"":""ARI"",""year"":""15_16""},"
D,ARI,15_16,Pronger,4.921,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Pronger"",""value"":4.921,""group"":""D"",""team"":""ARI"",""year"":""15_16""},"
D,ARI,15_16,Michalek,3.2,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Michalek"",""value"":3.2,""group"":""D"",""team"":""ARI"",""year"":""15_16""},"
D,ARI,15_16,Grossmann,3,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Grossmann"",""value"":3,""group"":""D"",""team"":""ARI"",""year"":""15_16""},"
D,ARI,15_16,Stone,1.15,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Stone"",""value"":1.15,""group"":""D"",""team"":""ARI"",""year"":""15_16""},"
D,ARI,15_16,Murphy,1.076,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Murphy"",""value"":1.076,""group"":""D"",""team"":""ARI"",""year"":""15_16""},"
D,ARI,15_16,Dahlbeck,0.605,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Dahlbeck"",""value"":0.605,""group"":""D"",""team"":""ARI"",""year"":""15_16""},"
G,ARI,15_16,Smith,5.667,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Smith"",""value"":5.667,""group"":""G"",""team"":""ARI"",""year"":""15_16""},"
G,ARI,15_16,Lindback,0.875,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Lindback"",""value"":0.875,""group"":""G"",""team"":""ARI"",""year"":""15_16""},"
O,ARI,15_16,Yandle,2.625,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Yandle"",""value"":2.625,""group"":""O"",""team"":""ARI"",""year"":""15_16""},"
O,ARI,15_16,Ribeiro,1.444,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Ribeiro"",""value"":1.444,""group"":""O"",""team"":""ARI"",""year"":""15_16""},"
O,ARI,15_16,Bolduc,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Bolduc"",""value"":0,""group"":""O"",""team"":""ARI"",""year"":""15_16""},"
O,ARI,15_16,Campbell,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Campbell"",""value"":0,""group"":""O"",""team"":""ARI"",""year"":""15_16""},"
O,ARI,15_16,Erat,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Erat"",""value"":0,""group"":""O"",""team"":""ARI"",""year"":""15_16""},"
O,ARI,15_16,McNeill,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""McNeill"",""value"":0,""group"":""O"",""team"":""ARI"",""year"":""15_16""},"
O,ARI,15_16,Visentin,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Visentin"",""value"":0,""group"":""O"",""team"":""ARI"",""year"":""15_16""},"
O,ARI,15_16,Treutle,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Treutle"",""value"":0,""group"":""O"",""team"":""ARI"",""year"":""15_16""},"
O,ARI,15_16,MacInnis,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""MacInnis"",""value"":0,""group"":""O"",""team"":""ARI"",""year"":""15_16""},"
O,ARI,15_16,Bunting,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Bunting"",""value"":0,""group"":""O"",""team"":""ARI"",""year"":""15_16""},"
O,ARI,15_16,Mermis,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Mermis"",""value"":0,""group"":""O"",""team"":""ARI"",""year"":""15_16""},"
O,ARI,15_16,Domingue,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Domingue"",""value"":0,""group"":""O"",""team"":""ARI"",""year"":""15_16""},"
O,ARI,15_16,Strome,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Strome"",""value"":0,""group"":""O"",""team"":""ARI"",""year"":""15_16""},"
O,ARI,15_16,Perlini,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Perlini"",""value"":0,""group"":""O"",""team"":""ARI"",""year"":""15_16""},"
O,ARI,15_16,Domi,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Domi"",""value"":0,""group"":""O"",""team"":""ARI"",""year"":""15_16""},"
O,ARI,15_16,Plachta,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Plachta"",""value"":0,""group"":""O"",""team"":""ARI"",""year"":""15_16""},"
O,ARI,15_16,Samuelsson,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Samuelsson"",""value"":0,""group"":""O"",""team"":""ARI"",""year"":""15_16""},"
O,ARI,15_16,Dvorak,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Dvorak"",""value"":0,""group"":""O"",""team"":""ARI"",""year"":""15_16""},"
O,ARI,15_16,Gaudet,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Gaudet"",""value"":0,""group"":""O"",""team"":""ARI"",""year"":""15_16""},"
O,ARI,15_16,Dauphin,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Dauphin"",""value"":0,""group"":""O"",""team"":""ARI"",""year"":""15_16""},"
O,ARI,15_16,Duclair,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Duclair"",""value"":0,""group"":""O"",""team"":""ARI"",""year"":""15_16""},"
O,ARI,15_16,Lessio,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Lessio"",""value"":0,""group"":""O"",""team"":""ARI"",""year"":""15_16""},"
O,ARI,15_16,Melindy,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Melindy"",""value"":0,""group"":""O"",""team"":""ARI"",""year"":""15_16""},"
O,ARI,15_16,O'Donoghue,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""O'Donoghue"",""value"":0,""group"":""O"",""team"":""ARI"",""year"":""15_16""},"
O,ARI,15_16,Hache,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Hache"",""value"":0,""group"":""O"",""team"":""ARI"",""year"":""15_16""},"
O,ARI,15_16,Langhamer,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Langhamer"",""value"":0,""group"":""O"",""team"":""ARI"",""year"":""15_16""},"
O,ARI,15_16,Elliott,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Elliott"",""value"":0,""group"":""O"",""team"":""ARI"",""year"":""15_16""},"
O,ARI,15_16,Smith,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Smith"",""value"":0,""group"":""O"",""team"":""ARI"",""year"":""15_16""},"
O,ARI,15_16,Szwarz,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Szwarz"",""value"":0,""group"":""O"",""team"":""ARI"",""year"":""15_16""},"
O,ARI,15_16,Martinook,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Martinook"",""value"":0,""group"":""O"",""team"":""ARI"",""year"":""15_16""},"
O,ARI,15_16,Grant,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Grant"",""value"":0,""group"":""O"",""team"":""ARI"",""year"":""15_16""},"
O,ARI,15_16,Reese,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Reese"",""value"":0,""group"":""O"",""team"":""ARI"",""year"":""15_16""},"
O,ARI,15_16,Samuelsson,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Samuelsson"",""value"":0,""group"":""O"",""team"":""ARI"",""year"":""15_16""},"
O,ARI,15_16,Shinnimin,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Shinnimin"",""value"":0,""group"":""O"",""team"":""ARI"",""year"":""15_16""},"
O,ARI,15_16,Jeffrey,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Jeffrey"",""value"":0,""group"":""O"",""team"":""ARI"",""year"":""15_16""},"
O,ARI,15_16,Selleck,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Selleck"",""value"":0,""group"":""O"",""team"":""ARI"",""year"":""15_16""},"
O,ARI,15_16,Carey,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Carey"",""value"":0,""group"":""O"",""team"":""ARI"",""year"":""15_16""},"
O,ARI,15_16,Dziurzynski,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Dziurzynski"",""value"":0,""group"":""O"",""team"":""ARI"",""year"":""15_16""},"
O,ARI,15_16,Lane,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Lane"",""value"":0,""group"":""O"",""team"":""ARI"",""year"":""15_16""},"
O,ARI,15_16,Lee,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Lee"",""value"":0,""group"":""O"",""team"":""ARI"",""year"":""15_16""},"
O,ARI,15_16,Leggio,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Leggio"",""value"":0,""group"":""O"",""team"":""ARI"",""year"":""15_16""},"
F,PHI,15_16,Giroux,8.275,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Giroux"",""value"":8.275,""group"":""F"",""team"":""PHI"",""year"":""15_16""},"
F,PHI,15_16,Umberger,4.6,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Umberger"",""value"":4.6,""group"":""F"",""team"":""PHI"",""year"":""15_16""},"
F,PHI,15_16,Lecavalier,4.5,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Lecavalier"",""value"":4.5,""group"":""F"",""team"":""PHI"",""year"":""15_16""},"
F,PHI,15_16,Voracek,4.25,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Voracek"",""value"":4.25,""group"":""F"",""team"":""PHI"",""year"":""15_16""},"
F,PHI,15_16,Simmonds,3.975,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Simmonds"",""value"":3.975,""group"":""F"",""team"":""PHI"",""year"":""15_16""},"
F,PHI,15_16,Read,3.625,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Read"",""value"":3.625,""group"":""F"",""team"":""PHI"",""year"":""15_16""},"
F,PHI,15_16,Gagner,3.2,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Gagner"",""value"":3.2,""group"":""F"",""team"":""PHI"",""year"":""15_16""},"
F,PHI,15_16,Schenn,2.5,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Schenn"",""value"":2.5,""group"":""F"",""team"":""PHI"",""year"":""15_16""},"
